First Name,Last Name,Email,Professional Phone Number,Matricule,Position,Net Salary,Salary Grade,Contract End Date,Department,Service,Role,Status,Password,Remaining Leave Days,Monthly Leave Allocation,Receive SMS Notifications,Personal Phone Number,Work Start Time,Work End Time,Receive Email Notifications,Alternative Email,Date of Birth
ERIC,DESIRE IPOUK,eric.desire.ipouk@company.com,(600) 344-9436,ENY347,Accountant,79907,Manager,2026-12-31,Human Resources,HR Operations,employee,1,password123,32,2.5,1,+16588824901,08:00,17:00,1,,1987-02-16
ESSAMA,ESSAMA LIN ROSTAND,essama.essama.lin.rostand@corp.com,(444) 818-9636,ENY308,Business Analyst,49382,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,1,(896) 117-1235,08:00,17:00,1,,1991-06-03
ESSIANE,THIERRY MONJOLI,essiane.thierry.monjoli@group.com,+14163380303,ENY017,UI/UX Designer,60367,Senior,2026-12-31,Sales,Direct Sales,employee,1,password123,34,2.5,1,1-578-604-4688,08:00,17:00,1,,1982-01-31
ETOUNGOU,JEAN MARTIAL,etoungou.jean.martial@corp.com,+1.740.291.2280,ENY360,Software Developer,54270,Senior,2026-12-31,Marketing,Brand Management,employee,1,password123,25,2.5,0,+1.558.270.3516,08:00,17:00,1,,1990-01-05
EVINA,ABANDA AYME MAGLOIRE,evina.abanda.ayme.magloire@company.com,1-842-136-2392,ENY279,Business Analyst,98212,Executive,2026-12-31,Operations,Customer Service,employee,1,password123,26,2.5,1,+13552687347,08:00,17:00,1,,1981-08-05
EWALIE,ATANGANA CHRISTIANE AICHA,ewalie.atangana.christiane.aicha@company.com,(201) 715-6300,ENY362,System Administrator,47768,Standard,2026-12-31,Marketing,Brand Management,employee,1,password123,27,2.5,1,+1.974.402.2941,08:00,17:00,1,,1991-10-26
EYEBE,EYEBE BENJAMIN,eyebe.eyebe.benjamin@enterprise.com,+12020712384,ENY302,Accountant,58228,Senior,2026-12-31,Finance,Budgeting,employee,1,password123,28,2.5,0,+1.775.908.3178,08:00,17:00,1,,1991-07-21
EYEBE,MVOGO JEAN CLAUDE,eyebe.mvogo.jean.claude@company.com,+16945334190,ENY008,HR Manager,103444,Executive,2026-12-31,Operations,Customer Service,employee,1,password123,29,2.5,0,(853) 172-1452,08:00,17:00,1,,1998-11-20
FOKA,NEMBOT HERVE,foka.nembot.herve@business.com,+13351997118,ENY059,Accountant,58934,Senior,2026-12-31,IT Department,Development Team,employee,1,password123,30,2.5,1,(400) 444-7977,08:00,17:00,1,,2000-02-28
FOUDOP,FOUTE ARMAND,foudop.foute.armand@company.com,(962) 334-6642,ENY361,Operations Manager,63415,Lead,2026-12-31,IT Department,Project Management,employee,1,password123,31,2.5,0,+1.437.893.2242,08:00,17:00,1,,1991-12-13
FRU,THIERRY NJI,fru.thierry.nji@business.com,+12806887700,ENY045,Accountant,52022,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,32,2.5,1,+1.377.476.8297,08:00,17:00,1,,1998-06-26
GILLES,PIVARD,gilles.pivard@enterprise.com,+1.515.270.1404,ENY098,Project Manager,46021,Standard,2026-12-31,Operations,Customer Service,employee,1,password123,33,2.5,0,1-241-492-8560,08:00,17:00,1,,1981-04-21
IMRANE,BEN ISMAEL,imrane.ben.ismael@business.com,1-684-753-6787,ENY344,Technical Writer,88488,Executive,2026-12-31,Finance,Accounting,employee,1,password123,34,2.5,0,+1.995.192.8996,08:00,17:00,1,,1983-06-22
INDUIN,MARIE ANGE,induin.marie.ange@enterprise.com,+19743350542,ENY400,Database Administrator,70910,Lead,2026-12-31,IT Department,Project Management,employee,1,password123,25,2.5,0,+1.217.619.3766,08:00,17:00,1,,1984-12-23
INNA,AISSATOU,inna.aissatou@corp.com,+14609132203,ENY401,DevOps Engineer,69448,Manager,2026-12-31,Sales,Business Development,employee,1,password123,26,2.5,0,1-712-353-8734,08:00,17:00,1,,1995-06-01
JAMPOU,RONICK,jampou.ronick@corp.com,1-939-891-9246,ENY402,Quality Assurance Engineer,51832,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,27,2.5,1,1-492-491-9704,08:00,17:00,1,,1988-10-27
KAMLA,CHEDJOU HERMAN JUDICCAEL,kamla.chedjou.herman.judiccael@corp.com,+17558354099,ENY403,DevOps Engineer,73222,Manager,2026-12-31,Finance,Accounting,employee,1,password123,28,2.5,0,1-666-494-9820,08:00,17:00,1,,1992-04-30
KANGA,BEKONO BRICE,kanga.bekono.brice@business.com,+1.297.653.8883,ENY404,Business Analyst,94578,Executive,2026-12-31,Finance,Budgeting,employee,1,password123,29,2.5,1,1-748-353-1965,08:00,17:00,1,,1989-07-07
KITH,NYAS JOSEPH DESIRE,kith.nyas.joseph.desire@company.com,+1.614.652.4758,ENY405,Quality Assurance Engineer,67989,Lead,2026-12-31,Human Resources,HR Operations,employee,1,password123,30,2.5,0,+14949293174,08:00,17:00,1,,1985-06-05
KOBLAH,LARTEY CHARLES,koblah.lartey.charles@corp.com,(496) 390-6578,ENY406,Marketing Specialist,61806,Senior,2026-12-31,Sales,Business Development,employee,1,password123,31,2.5,0,1-778-474-8373,08:00,17:00,1,,1995-02-11
KOUAFFO,MARXIM,kouaffo.marxim@enterprise.com,1-433-906-5467,ENY407,Software Developer,101364,Executive,2026-12-31,Human Resources,Recruitment,employee,1,password123,32,2.5,0,(481) 122-5419,08:00,17:00,1,,1996-09-03
LAKO,KAMENI YANNICK,lako.kameni.yannick@business.com,(877) 430-8336,ENY408,DevOps Engineer,73656,Lead,2026-12-31,Human Resources,HR Operations,employee,1,password123,33,2.5,0,(908) 776-7338,08:00,17:00,1,,1983-06-19
MAFFO,OUOFO KELINE,maffo.ouofo.keline@enterprise.com,1-474-162-9192,ENY409,Business Analyst,54080,Senior,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,0,1-789-579-6884,08:00,17:00,1,,1985-07-08
MAIMOUNA,AYOUBA,maimouna.ayouba@corp.com,(363) 951-1704,ENY410,Database Administrator,48985,Standard,2026-12-31,Sales,Business Development,employee,1,password123,25,2.5,1,(813) 596-2640,08:00,17:00,1,,1983-11-04
MAKUETCHE,MIREILLE NANOU,makuetche.mireille.nanou@enterprise.com,+16490374831,ENY411,UI/UX Designer,72779,Lead,2026-12-31,Finance,Budgeting,employee,1,password123,26,2.5,1,(482) 930-5168,08:00,17:00,1,,1997-11-21
MANDOUMBI,SCHWAMME GILLES ROGER,mandoumbi.schwamme.gilles.roger@group.com,+18064646108,ENY412,Operations Manager,74697,Manager,2026-12-31,IT Department,Project Management,employee,1,password123,27,2.5,1,(886) 900-3000,08:00,17:00,1,,1985-05-28
MANGA,ONGUENE CLAUDE DAVYNA,manga.onguene.claude.davyna@enterprise.com,+13997084879,ENY413,Software Developer,50664,Standard,2026-12-31,Human Resources,HR Operations,employee,1,password123,28,2.5,0,1-845-203-4880,08:00,17:00,1,,1995-03-29
MAPEMOUN,JEREMIE BERTRAND,mapemoun.jeremie.bertrand@group.com,+17731129852,ENY414,Data Analyst,78684,Manager,2026-12-31,Sales,Business Development,employee,1,password123,29,2.5,0,1-434-948-4639,08:00,17:00,1,,1986-05-19
MAYEGA,ANDRE,mayega.andre@enterprise.com,1-454-690-2196,ENY415,Technical Writer,44278,Standard,2026-12-31,Marketing,Brand Management,employee,1,password123,30,2.5,1,(440) 449-2974,08:00,17:00,1,,1995-02-17
MBARGA,FRANCOIS ACHILLE,mbarga.francois.achille@corp.com,+1.873.576.2547,ENY416,Technical Writer,52243,Senior,2026-12-31,Sales,Direct Sales,employee,1,password123,31,2.5,1,+19276387279,08:00,17:00,1,,2000-07-27
MBOCK,SOM JOSEPH GHISLAIN,mbock.som.joseph.ghislain@business.com,+1.785.193.1122,ENY417,Data Analyst,100566,Executive,2026-12-31,Human Resources,HR Operations,employee,1,password123,32,2.5,1,1-826-126-3518,08:00,17:00,1,,1980-06-10
MBOGE,MBOGE PAUL ALAIN,mboge.mboge.paul.alain@group.com,+1.779.885.3097,ENY418,Customer Service Representative,49562,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,33,2.5,0,+1.995.672.3675,08:00,17:00,1,,1999-11-21
MEDANG,ATEBA JACOB,medang.ateba.jacob@group.com,1-742-303-5260,ENY419,UI/UX Designer,68523,Lead,2026-12-31,Marketing,Brand Management,employee,1,password123,34,2.5,0,(277) 788-1794,08:00,17:00,1,,1984-04-17
MEDENG,ABEDENA THERESE CLEMENCE,medeng.abedena.therese.clemence@business.com,+18894861117,ENY420,UI/UX Designer,68371,Lead,2026-12-31,Sales,Business Development,employee,1,password123,25,2.5,0,1-694-263-3374,08:00,17:00,1,,1991-05-22
MEFIRE,SYLVAIN ARNAUD,mefire.sylvain.arnaud@group.com,+1.247.473.5144,ENY421,HR Manager,49705,Standard,2026-12-31,Marketing,Digital Marketing,employee,1,password123,26,2.5,1,1-899-769-3905,08:00,17:00,1,,1980-10-27
MENGUE,ME TYA SERGE DAVID,mengue.me.tya.serge.david@group.com,(429) 981-3125,ENY422,HR Manager,72364,Manager,2026-12-31,Operations,Customer Service,employee,1,password123,27,2.5,0,(225) 618-1032,08:00,17:00,1,,1998-02-07
MENOUNG,BERNABE,menoung.bernabe@business.com,1-888-797-8283,ENY423,Business Analyst,46318,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,28,2.5,0,+15527699460,08:00,17:00,1,,2000-04-01
MESSI,ABENA ISIDORE,messi.abena.isidore@business.com,+14831283159,ENY424,Sales Representative,71548,Manager,2026-12-31,Finance,Accounting,employee,1,password123,29,2.5,1,+1.701.666.7834,08:00,17:00,1,,1995-07-04
MVOA,EVAGA ROMARIC,mvoa.evaga.romaric@company.com,+15209551276,ENY425,Technical Writer,75124,Manager,2026-12-31,Operations,Field Operations,employee,1,password123,30,2.5,0,(281) 485-5407,08:00,17:00,1,,1995-08-10
MVONDO,PETIT SERAPHIN B,mvondo.petit.seraphin.b@enterprise.com,(777) 596-4190,ENY426,Sales Representative,62394,Senior,2026-12-31,Operations,Customer Service,employee,1,password123,31,2.5,0,(372) 962-5759,08:00,17:00,1,,1996-04-12
NAH,RAYMOND STEPHANE,nah.raymond.stephane@corp.com,1-588-640-4139,ENY427,HR Manager,72353,Lead,2026-12-31,IT Department,Development Team,employee,1,password123,32,2.5,1,+1.909.745.3710,08:00,17:00,1,,2000-04-28
NANGA,CARINE ESTELLE,nanga.carine.estelle@company.com,(222) 129-6286,ENY428,Software Developer,80468,Manager,2026-12-31,Sales,Direct Sales,employee,1,password123,33,2.5,0,+1.262.805.4979,08:00,17:00,1,,1993-09-20
NDA,REGINE VANESSA,nda.regine.vanessa@group.com,(945) 700-3951,ENY429,Business Analyst,52845,Senior,2026-12-31,Operations,Field Operations,employee,1,password123,34,2.5,0,+13272538667,08:00,17:00,1,,1994-07-16
NDALEU,NDALEU DIMITRI JUNIOR,ndaleu.ndaleu.dimitri.junior@business.com,1-561-923-4014,ENY430,Accountant,78313,Manager,2026-12-31,Finance,Budgeting,employee,1,password123,25,2.5,0,(859) 909-8537,08:00,17:00,1,,1989-05-20
NDINGA,JOEL,ndinga.joel@group.com,+12279386723,ENY431,System Administrator,56014,Senior,2026-12-31,Sales,Direct Sales,employee,1,password123,26,2.5,0,+18178344977,08:00,17:00,1,,1981-07-12
NDJODO,EKANI PIERRE CLAVER,ndjodo.ekani.pierre.claver@group.com,+13689667227,ENY432,System Administrator,44548,Standard,2026-12-31,Operations,Field Operations,employee,1,password123,27,2.5,0,+13252802848,08:00,17:00,1,,1995-07-29
NDO,NTI EMMANUEL,ndo.nti.emmanuel@enterprise.com,(339) 890-2229,ENY433,System Administrator,46609,Standard,2026-12-31,Marketing,Brand Management,employee,1,password123,28,2.5,0,1-582-843-3849,08:00,17:00,1,,1998-12-20
NDOOH,ISABELLE SELARIE,ndooh.isabelle.selarie@company.com,+19484678335,ENY434,Technical Writer,73031,Lead,2026-12-31,Operations,Customer Service,employee,1,password123,29,2.5,0,(392) 606-7575,08:00,17:00,1,,1990-07-16
NDOUTOU,MBONGUE GABRIELLE LAURE,ndoutou.mbongue.gabrielle.laure@company.com,(463) 193-9091,ENY435,Quality Assurance Engineer,75820,Manager,2026-12-31,IT Department,Development Team,employee,1,password123,30,2.5,0,+16299242640,08:00,17:00,1,,1980-05-02
NDUM,BENG DAMARIS,ndum.beng.damaris@corp.com,(235) 585-6927,ENY436,Accountant,62677,Lead,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,1,1-754-451-3387,08:00,17:00,1,,1980-08-27
NDZIE,MARCEL PATRICK,ndzie.marcel.patrick@corp.com,+1.398.125.8276,ENY437,Business Analyst,48855,Standard,2026-12-31,Marketing,Digital Marketing,employee,1,password123,32,2.5,1,(602) 329-9464,08:00,17:00,1,,1993-04-27
NGAGOUN,WENDJI ROMARIC,ngagoun.wendji.romaric@enterprise.com,+12464975661,ENY438,UI/UX Designer,49950,Standard,2026-12-31,Sales,Business Development,employee,1,password123,33,2.5,0,(516) 102-2735,08:00,17:00,1,,1982-07-06
NGATSIN,MBE BLAISE,ngatsin.mbe.blaise@group.com,(727) 489-9987,ENY439,Database Administrator,105840,Executive,2026-12-31,Sales,Business Development,employee,1,password123,34,2.5,0,1-545-427-6231,08:00,17:00,1,,1982-01-30
NGNABEYE,TCHODOU CHRISTIAN MUR,ngnabeye.tchodou.christian.mur@corp.com,1-361-949-7953,ENY440,DevOps Engineer,61353,Senior,2026-12-31,Finance,Budgeting,employee,1,password123,25,2.5,1,(602) 899-1336,08:00,17:00,1,,1985-04-01
NGOULOU,SALOMON CHANEL,ngoulou.salomon.chanel@corp.com,1-894-802-5700,ENY441,DevOps Engineer,47489,Standard,2026-12-31,Operations,Field Operations,employee,1,password123,26,2.5,1,(584) 886-8891,08:00,17:00,1,,1983-08-12
NGUIAMBA,ALEXANDRE HONORE,nguiamba.alexandre.honore@company.com,(256) 841-7124,ENY442,UI/UX Designer,90904,Executive,2026-12-31,Human Resources,Recruitment,employee,1,password123,27,2.5,0,1-629-918-1577,08:00,17:00,1,,1995-06-20
NJAMEN,NJAMEN GABINE ARISTIDE,njamen.njamen.gabine.aristide@company.com,(843) 416-4437,ENY443,Accountant,72401,Lead,2026-12-31,Marketing,Brand Management,employee,1,password123,28,2.5,1,1-329-602-7982,08:00,17:00,1,,1985-11-15
NJAMPA,GUIEKAM JOEL BRICE,njampa.guiekam.joel.brice@group.com,1-571-645-1132,ENY444,Software Developer,54484,Senior,2026-12-31,IT Department,Development Team,employee,1,password123,29,2.5,0,1-377-990-2530,08:00,17:00,1,,1988-07-01
NJIKI,PETGUEN PATRICK,njiki.petguen.patrick@company.com,+16952658268,ENY445,Database Administrator,107694,Executive,2026-12-31,Finance,Accounting,employee,1,password123,30,2.5,0,+14077412052,08:00,17:00,1,,1989-08-15
NJOCK,SIMON BERTRAND,njock.simon.bertrand@business.com,+1.328.189.4435,ENY446,Business Analyst,82272,Manager,2026-12-31,Sales,Business Development,employee,1,password123,31,2.5,1,+1.596.425.2196,08:00,17:00,1,,1995-08-04
NJOUME,MILONG EMMANUEL RICHARD,njoume.milong.emmanuel.richard@corp.com,(277) 389-2132,ENY447,Quality Assurance Engineer,49211,Standard,2026-12-31,Marketing,Brand Management,employee,1,password123,32,2.5,1,(750) 394-3634,08:00,17:00,1,,1984-01-12
NKOCK,GILBERT,nkock.gilbert@corp.com,+1.913.399.7370,ENY448,Business Analyst,71492,Lead,2026-12-31,Human Resources,Recruitment,employee,1,password123,33,2.5,0,+1.411.913.7451,08:00,17:00,1,,2000-08-07
NKOU,JUSTIN AIME,nkou.justin.aime@company.com,1-336-593-2786,ENY449,Software Developer,54276,Senior,2026-12-31,Human Resources,HR Operations,employee,1,password123,34,2.5,0,+16896695756,08:00,17:00,1,,1995-05-24
NKUITCHOUA,STEPHANE C,nkuitchoua.stephane.c@company.com,+1.976.748.2598,ENY450,Accountant,64336,Lead,2026-12-31,Finance,Accounting,employee,1,password123,25,2.5,0,1-363-595-5875,08:00,17:00,1,,1992-06-16
NLEND,PIERRE ADONIS,nlend.pierre.adonis@group.com,+15271918884,ENY451,Sales Representative,58113,Senior,2026-12-31,IT Department,Project Management,employee,1,password123,26,2.5,0,+1.906.725.7737,08:00,17:00,1,,1988-07-09
NNENGUE,FRANCOIS,nnengue.francois@business.com,+14562040476,ENY452,System Administrator,109298,Executive,2026-12-31,Marketing,Digital Marketing,employee,1,password123,27,2.5,0,(709) 974-2132,08:00,17:00,1,,1998-10-28
NNOMO,CALVIN BERTRAND,nnomo.calvin.bertrand@company.com,+17540143652,ENY453,HR Manager,84260,Manager,2026-12-31,Marketing,Brand Management,employee,1,password123,28,2.5,0,+15562003950,08:00,17:00,1,,1985-06-18
NOUSSITE,FAKAM DIANE,noussite.fakam.diane@business.com,+13835273133,ENY454,Customer Service Representative,53609,Standard,2026-12-31,Marketing,Digital Marketing,employee,1,password123,29,2.5,1,+1.814.808.4668,08:00,17:00,1,,1996-12-18
NSEKE,KEDI MARIE MICHELLE,nseke.kedi.marie.michelle@group.com,1-632-795-4228,ENY455,Software Developer,63391,Senior,2026-12-31,Finance,Accounting,employee,1,password123,30,2.5,0,+18483712020,08:00,17:00,1,,1987-03-30
NSEKE,TOUBE EUGENE,nseke.toube.eugene@business.com,1-691-759-4681,ENY456,Business Analyst,95856,Executive,2026-12-31,IT Department,Development Team,employee,1,password123,31,2.5,0,1-399-675-3888,08:00,17:00,1,,1996-04-26
NTAMA,AMBASSA DOMINIQUE SERGE,ntama.ambassa.dominique.serge@corp.com,1-730-358-3765,ENY457,Software Developer,87422,Manager,2026-12-31,Finance,Budgeting,employee,1,password123,32,2.5,0,+1.271.570.3486,08:00,17:00,1,,1999-10-16
NTEUNE,NDJODOM FIDELE ARNOLD,nteune.ndjodom.fidele.arnold@company.com,1-292-103-9786,ENY458,Customer Service Representative,69672,Lead,2026-12-31,Operations,Customer Service,employee,1,password123,33,2.5,0,(275) 525-1572,08:00,17:00,1,,1988-08-12
NTONGA,DOUALA CHARLES EBENEZER,ntonga.douala.charles.ebenezer@corp.com,+12241236543,ENY459,System Administrator,50254,Standard,2026-12-31,IT Department,Project Management,employee,1,password123,34,2.5,0,+1.846.204.5828,08:00,17:00,1,,1994-08-23
